partName,partPrice,inStock,partRating,partReviews,PSNumber,MPNumber,partDescription,partSymptoms,partReplaces,partInstallation,partCompatible
Refrigerator Defrost Heater with Thermostat,126.79,True,5.0,16,PS303933,WR51X442,This part assembly has 2 functions: The defrost heater keeps the cooling coils from frosting over and the thermostat senses that the heat near the cooling coils has reached the desired temperature. Used with side by side models.,"fridge too warm, freezer not defrosting, freezer section too warm, frost buildup","AP2071464, 1972, WR51X442, WR51X0342, WR51X0371, WR51X0442, WR51X0463, WR51X342, WR51X371, WR51X463",https://www.youtube.com/watch?v=fb8iz56hcEo,"36348042890, 36348042891, 36348042892, 36348042893, 36348047890, 36348047891, 36348047892, 36348047893, 36348252890, 36348252891, 36348252892, 36348252893, 36348257890, 36348257891, 36348257892, 36348257893, 36358042890, 36358042891, 36358042892, 36358042893, 36358047890, 36358047891, 36358047892, 36358047893, 36358062890, 36358062891, 36358062892, 36358062893, 36358067890, 36358067891"
Refrigerator DEFROST TIMER,28.03,True,4.6,14,PS12585793,5304518034,"This is a 120 volt defrost timer manufactured for refrigerators. The defrost timer manages the automatic defrost systemin the unit. It acts like a clock by switching between activating the cooling cycle and the defrost heater to maintain the set thermostat temperature, preventing the unit from being too warm or cold. The defrost timer may need to be replaced if the fridge will not maintain its temperature or has frost buildup. Depending on the model, it could be located on the rear panel or ceiling of the fresh food compartment. Be sure to disconnect power to the refrigerator before replacing this part.","too warm, frost buildup, won't start, fridge too warm","AP6799886, 00624727, 00624729, 00626218, 00627159, 00628515, 00628516, 00628517, 08037960, 08037967, 216517400, 216563000, 216744400, 216744500, 297318010, 5304516309, 5308037967, 624727, 624729, 626218
                        
                            ...
                            Show more, 627159, 628515, 628516, 628517, 8037960, 8037967, F000127233, F000129880, F127233, F129880
 Show less",https://www.youtube.com/watch?v=hUoEigsaYRo,"25316562100, 25316562101, 25316572100, 25316572101, 25321021100, 25321021101, 25321021102, 25321021103, 25321021104, 25321021105, 25321041100, 25321041101, 25321041102, 25321041103, 25321041107, 25321082102, 25321082106, 25321101100, 25321411100, 25321411101, 25321411102, 25321411103, 25321411104, 25321421100, 25321421101, 25321421102, 25321421103, 25321421104, 25321421105, 25321721100"
Refrigerator Defrost Timer - 60Hz 120V,38.6,True,4.5,39,PS423801,215846602,"This Defrost Timer works like a clock by switching on the defrost heater circuit after a predetermined amount of compressor run time. This allows the defrost circuit to clear the evaporator of ice or frost to maintain proper airflow. The defrost timer is located in the control housing which is in the refrigerator section of your appliance. If this part is not working, it can lead to temperature increases in your refrigerator. If the compressor circuit fails, no cooling will take place; if the defrost circuit isn't activated, ice will quickly build up on the evaporator coils and reduce airflow and efficiency. If the timer doesn't advance or if the contacts have no continuity, the timer will need to be replaced. This timer measures approximately 3 inches long and 2.5 inches wide, and is constructed of plastic and metal. It comes in black/white/silver and is sold individually. This replacement part features 1 defrost timer.","fridge too warm, freezer not defrosting, freezer section too warm, will not start","AP2111929, 12762, 215846602, 00624728, 00626234, 00628510, 00628518, 0628510, 08000559, 08006054, 08006992, 08016919, 08950148, 215267800, 215846605, 215846606, 240371001, 241621501, 3001671, 3001701
                        
                            ...
                            Show more, 3015909, 3203657, 4013391050, 5300187484, 5300628518, 5301090474, 5303203657, 5303211155, 5303211680, 5303270622, 5303275811, 5303321133, 5303321915, 5304457327, 5308006054, 5308006992, 624728, 626234, 628510, 628518, 8000559, 8006054, 8016919, 8950148, C000062797, C62797, D007004112, DG187005, F000111695, G000187484, G172706, G174820, G186580, G187005, G187484, M1090167, M1090474, N8000559, R000900241, R000900764, R900241
 Show less",https://www.youtube.com/watch?v=kKYvssvclvA,"15304-0A, 15304-7A, 177040A, 177047A, 17714-0A, 17714-7A, 178040A, 178047A, 25331113300, 25331113302, 25331113304, 25331113308, 2533111330A, 2533111330B, 2533111330C, 2533111330D, 2533111330E, 2533111330F, 2533111330G, 2533111330H, 2533111330J, 2533111330K, 25331115300, 25331115302, 25331115304, 25331115308, 2533111530A, 2533111530B, 2533111530C, 2533111530D"
Refrigerator Electronic Control Board,161.75,True,4.65,22,PS11755733,WPW10503278,"The electronic control board is used in refrigerators to monitor and manage the temperature settings, such as cooling or defrosting times. If your fridge or freezer is too warm, too cold, is not defrosting, will not start, and/or runs too long then replacing the control board could solve your appliance problem. The tools needed for this installation project is a small flat blade screwdriver. *Please note: the board will need to be programmed after installation. Remember to unplug refrigerator from power source as a safety precaution. Refer to the manual provided by the manufacturer for further installation instructions and accurate guidance.","fridge too warm, freezer not defrosting, will not start, fridge too cold","AP6022400, 12002339, 12002445, 12002449, 12002508, 12002509, 12002567, 12002706, 12784415, 12784415V, 12868502, 12868510, 12868513, 67003867, 67004453, 67004496, 67004907, 67005043, 67005280, 67005281
                        
                            ...
                            Show more, 67006034, 67006209, 67006214, 67006216, 67006226, 67006712, 67006740, 8208187, W10165748, W10503278
 Show less",https://www.youtube.com/watch?v=aqptKoBxRyU,"10669312310, 596467934251, 596467934351, 596467934451, 596467934951, 59655652500, 59655653500, 59655654500, 59655659500, 59657012600, 59657013600, 59657016600, 59657019600, 59665232400, 59665232401, 59665232404, 59665234400, 59665234401, 59665234402, 59665234404, 59665239400, 59665239401, 59665239402, 59665239404, 59665239405, 59665332600, 59665332602, 59665333602, 59665339602, 59665932300"
Refrigerator Defrost Timer,35.85,True,4.2,35,PS11723171,W10822278,"The Defrost Timer (Defrost control) acts like a clock by switching on the defrost heater circuit after a predetermined amount of compressor run time. This allows the defrost circuit to clear the evaporator of ice or frost to maintain proper airflow. If this part is not working, it can lead to temperature increases in your refrigerator. If the compressor circuit fails, no cooling will take place; if the defrost circuit isn't activated, ice will quickly build up on the evaporator coils and reduce airflow and efficiency. If the timer doesn't advance or if the contacts have no continuity, the timer will need to be replaced. This part is located inside of the control housing on most models, and is approximately 3 inches long and 2.5 inches wide. This part is constructed of plastic and metal, and comes in white. It features 1 defrost timer, along with all necessary mounting hardware and installation instructions","fridge too warm, freezer not defrosting, freezer section too warm, leaking","AP5985208, 0053736, 0055525, 0056627, 0056768, 0056906, 0056907, 0057052, 0311209, 104039, 1101021, 1105267, 1113225, 1114246, 1114248, 1114264, 1114283, 1114287, 1115416, 1118626
                        
                            ...
                            Show more, 1127570, 1127571, 1127591, 14210016, 1530557, 1548140, 1549238, 1549252, 1549256, 1833663, 1850019, 1850038, 20009000, 20009023, 20009037, 20103015, 20142257, 20143568, 20144431, 20144520, 2149098, 2154665, 2154666, 2154912, 2154982, 2154983, 2154984, 2162046, 2162347, 2172691, 2176335, 2176340, 2176646, 2176648, 2188371, 2188372, 2188375, 2188376, 2193084, 2199008, 4210521, 4210579, 4210778, 4318057, 4339497, 4339856, 4343354, 4343402, 4356929, 4389238, 480561, 482489, 482493, 483212, 511883, 513588, 513590, 513629, 513630, 530213, 530214, 530557, 530558, 531714, 54113-3, 54113001, 548044, 548121, 548140, 548709, 549090, 549091, 549238, 549239, 549252, 549253, 549256, 549257, 549875, 549876, 56906, 798629, 8133, 833531, 833663, 833757, 833795, 833840, 850019, 850038, 850343, 850344, 850345, 850608, 850609, 850694, 850695, 850731, 850845, 850847, 850878, 850879, 851061, 851106, 851160, 851161, 851200, 851269, 851406, 851701, 851971, 938035, 940074, 943428, 943434, 943435, 943436, 945486, 945512, 945513, 945514, 978266, 978472, 989280, 989281, D70041-12, D7004112, FSP482493, R0950029, R0950217, W10740039, W10822278VP, Y0053736, Y0055525, Y0056627, Y0056768, Y0056906, Y0311209
 Show less",https://www.youtube.com/watch?v=sid2K9W_ums,"106106-8130600, 106106-8130610, 106106-8130620, 106106-8130630, 106106-8130640, 106106-8130650, 106106-8130660, 106106-8130680, 106106-8130690, 1061068130670, 10640212010, 10640212011, 10641012100, 10641012101, 10641012104, 10641014100, 10641014101, 10641014104, 10641212100, 10641212101, 10641214100, 10641214101, 10641512100, 10641512101, 10641514100, 10641514101, 10641519100, 10641519101, 10647021790, 10647021791"
Refrigerator Defrost Timer - 120V 60Hz,32.51,True,3.85,11,PS423802,215846604,"This defrost timer is designed for use in your refrigerator. The defrost timer acts as a clock, that switches the refrigerator from the freezing cycle to the defrost cycle and back. If your refrigerator is running non-stop, or is not running at all, you may need to check and replace the defrost timer. This is a 6 hour and 21 minute defrost timer. This part is made of white plastic, with 4 metal prongs protruding from one end. To complete this repair, you will need to access the old defrost timer which is located inside the console on the roof of your refrigerator. To complete this repair, you will need a 1/4-inch nut driver, a flat blade screwdriver, and a Phillips screwdriver. Be sure to disconnect power from your refrigerator before you begin this repair.","fridge too warm, freezer not defrosting, fridge and freezer are too warm, will not start","AP2592907, 442754, 08000035, 08003824, 08011620, 241809401, 241809402, 29811-3, 3001268, 3007400, 5300541134, 5300800692, 5303007400, 5308000035, 5308003824, 54113-1, 54113-4, 55448-3, 55448-4, 55467-1
                        
                            ...
                            Show more, 8000035, 8003824, 8011620, F111695, F111812, G000158274, G000158291, G000173814, G000187005, G000187464, G158274, G158291, G163818, G169069, G173814, G174821, G178820, G185160, G187464, K1224661, K1224662, K1226501, K1226502, K1227229, K1227920, K1227927, K1228104, K1228105, K1230354, K1230534, K1233374, K1233375, NR00422503, R000422503, R000900129, R422503, W188C189A06, W188C189A07, WR422503
 Show less",https://www.youtube.com/watch?v=d6AvOkulk_g,"2533111330L, 2533111530L, 2536080240J, 2536080440J, 25361502407, 25361502408, 25361502409, 2536151240A, 2536151240B, 2536151240C, 25361522011, 25361522012, 25361522013, 25361522014, 25361522016, 25361522017, 25361522018, 25361522019, 2536152201A, 2536152201D, 25361532805, 25361532806, 25361534805, 25361534806, 25361537805, 25361537806, 25361542011, 25361542012, 25361542013, 25361542014"
Refrigerator Defrost Timer - 120V 60Hz,93.21,True,4.15,7,PS310869,WR9X502,"This defrost timer will cycle for 25 minutes after every six hours of run time. The timer itself is made of plastic, and its terminals are bent, the leads are internal, and the label is orange. If you notice that your fridge is too warm, the fridge is running for a long time or is leaking, it could be due to the defrost timer becoming inactive. The defrost timer is found underneath the light cover (may need to remove lightbulb) and will need to be removed along with the air inlet assembly and housing.","fridge too warm, freezer section too warm, freezer not defrosting, fridge and freezer are too warm","AP2061708, 310900, WR9X502, WR09X0278, WR09X0283, WR09X0313, WR09X0329, WR09X0334, WR09X0339, WR09X0342, WR09X0350, WR09X0356, WR09X0363, WR09X0364, WR09X0366, WR09X0369, WR09X0375, WR09X0376, WR09X0387, WR09X0408
                        
                            ...
                            Show more, WR09X0409, WR09X0412, WR09X0413, WR09X0414, WR09X0418, WR09X0419, WR09X0428, WR09X0432, WR09X0436, WR09X0438, WR09X0453, WR09X0464, WR09X0465, WR09X0466, WR09X0468, WR09X0470, WR09X0471, WR09X0478, WR09X0479, WR09X0481, WR09X0484, WR09X0486, WR09X0487, WR09X0490, WR09X0495, WR09X0496, WR09X0497, WR09X0502, WR09X0503, WR09X0504, WR09X0512, WR09X0526, WR09X0528, WR09X0576, WR09X0587, WR09X0594, WR09X10049, WR09X5127, WR09X5161, WR09X5162, WR09X5163, WR09X5164, WR09X5192, WR09X5202, WR09X5204, WR09X5211, WR09X5225, WR9X10049, WR9X278, WR9X283, WR9X313, WR9X329, WR9X334, WR9X339, WR9X342, WR9X350, WR9X356, WR9X363, WR9X364, WR9X366, WR9X369, WR9X375, WR9X376, WR9X387, WR9X408, WR9X409, WR9X412, WR9X413, WR9X414, WR9X418, WR9X419, WR9X428, WR9X432, WR9X436, WR9X438, WR9X453, WR9X464, WR9X465, WR9X466, WR9X468, WR9X470, WR9X471, WR9X478, WR9X479, WR9X481, WR9X484, WR9X486, WR9X487, WR9X490, WR9X495, WR9X503, WR9X504, WR9X512, WR9X5127, WR9X5161, WR9X5162, WR9X5163, WR9X5164, WR9X5192, WR9X5202, WR9X5204, WR9X5211, WR9X5225, WR9X526, WR9X528, WR9X576, WR9X587, WR9X594
 Show less",https://www.youtube.com/watch?v=TABAFjm27qI,"140060A, 31361-1, 31361-2, 31371-1, 31371-2, 31391-1, 31391-2, 31396-1, 31396-2, 31399-1, 31399-2, 31461-1, 31491-1, 31496-1, 31499-1, 31880, 3222-00L0S00-A, 3222-00R0S00-A, 33110-4, 33111-4, 33118-4, 33119-4, 33120-1, 33121-1, 33128-1, 33129-1, 36110-4, 36110-7, 36111-4, 36111-7"
Refrigerator Defrost Timer,50.67,True,4.55,13,PS310858,WR9X489,This device acts like a clock.  It continually advances and alternates between activating the cooling cycle and the defrost heater.,"fridge too warm, freezer section too warm, freezer not defrosting, fridge runs too long","AP2061695, 2578, WR9X489, WR09X0427, WR09X0469, WR09X0488, WR09X0489, WR9X427, WR9X469, WR9X488",https://www.youtube.com/watch?v=3Zcdzr58kdk,"36348042890, 36348042891, 36348042892, 36348042893, 36348042894, 36348042896, 36348042897, 36348047890, 36348047891, 36348047892, 36348047893, 36348047894, 36348047896, 36348047897, 36348252890, 36348252891, 36348252892, 36348252893, 36348252894, 36348252896, 36348252897, 36348257890, 36348257891, 36348257892, 36348257893, 36348257894, 36348257896, 36348257897, 36350221000, 36350222000"
Refrigerator Defrost Timer Kit - 120V 60Hz,50.9,True,5.0,3,PS2167006,R0131577,The timer will shut off the cooling system of the refrigerator and the defrost heater will turn on.,"fridge too warm, freezer section too warm, freezer not defrosting, fridge runs too long","AP4246797, 1156627, R0131577, 0312555, 101229304, 10129304, 10530702, 10530703, 14205006, 14205629, 14206787, 14212499, 312555, 4344280, 8170404, D3932103, D70041-4, D7004101, D7004104, D7004110
                        
                            ...
                            Show more, D7790403, R0131577, R0131577VP, Y0312555, Y312555
 Show less",https://www.youtube.com/watch?v=ptHk0Coad4c,"1999A, 1999A-P1193906WL, 1999CIW, 1999CIWA, 1999CIWL-P1121502WL, 1999CIWW, 1999CIWW-P1121502WW, 1999W, 1999W-P1193906WW, 2599A, 2599A-P1190419WL, 2599CIWA, 2599CIWL-P1121501WL, 2599CIWW, 2599CIWW-P1121501WW, 2599W, 2599W-P1190419WW, 2699A, 2699W, 35271, 35271-P1121805W, 35271W-P1121805WW, 35278, 35278-P1121806W, 35278L-P1121806WL, 35501, 35501-P1121711W, 35501W-P1121711WW, 35508, 35508-P1121712W"
Refrigerator CONTROL,99.96,True,5.0,1,PS12364256,297415203,,,,Instructions not available,
Refrigerator Electronic Control,502.88,True,5.0,2,PS11752535,WPW10310240,"This electronic board manages and monitors the cooling and defrost times of your refrigerator and other functions. If your refrigerator is not cooling properly because the dispenser is flapping between open or closed positions, or there are problems with the display lights flashing, replacing your control board can be the solution. Remember to unplug your refrigerator from the power source before beginning this installation project. Refer to the manual provided by the manufacturer for installation instructions and accurate guidance.",will not start,"AP6019229, 12920717SP, 12920719SP, 12920721, 12920724, W10162662, W10164420, W10164422, W10165854, W10191108, W10213583, W10310240",https://www.youtube.com/watch?v=d6AvOkulk_g,"59677532601, 59677532602, 59677532603, 59677533601, 59677533602, 59677533603, 59677539601, 59677539602, 59677539603, 59678332800, 59678332801, 59678333800, 59678333801, 59678333803, 59678339800, 59678339801, 59678339802, 59678532800, 59678532801, 59678533800, 59678533801, 59678539800, 59678539801, 59678539802, 59679242012, 59679243012, 59679243014, 59679249012, 7GI5FSAXVY00, 7GI5FSAXVY1"
Refrigerator Control Bracket,19.41,True,4.9,117,PS11739027,WP2180226,"This is a control bracket for your refrigerator, and may also be known as the dispenser control bracket. The function of this part is to hold the micro switches and the light socket in the freezer dispenser section in place. Its measurements are roughly 9 inches long and 5 inches high, and this model comes in white. The tools you will need in order to do this repair include a Phillips screw driver, a quarter-inch nut-driver, and a pair of needle-nose pliers. If your ice dispenser is not working properly, your bracket could be the problem.","not dispensing water, ice maker won't dispense ice, ice maker not making ice","AP6005965, 2180226, 2180228, 2180338, 2183771, W10139151, W10282667, WP2180226VP",https://www.youtube.com/watch?v=bb3M5lVL9YA,"10650022000, 10650022001, 10650022002, 10650022003, 10650022004, 10650027000, 10650027001, 10650027002, 10650027003, 10650027004, 10650032000, 10650032001, 10650032002, 10650032003, 10650032004, 10650037000, 10650037001, 10650037002, 10650037003, 10650037004, 10650202990, 10650202991, 10650202992, 10650202993, 10650203990, 10650203991, 10650203992, 10650203993, 10650204990, 10650204991"
Refrigerator Ice Chute Door,46.55,True,5.0,3,PS1526426,241688401,An ice chute is mounted to the interior panel and extends between the interior panel opening and the dispenser opening for transferring ice through the chute door.,"ice maker won't dispense ice, door won't open or close, ice maker dispenses too much ice","AP3965146, 1196688, 5304421628, 7241688401",https://www.youtube.com/watch?v=SXhH2EmU7x0,"25344302400, 25344302401, 25344303400, 25344303401, 25344303402, 25344303403, 25344304400, 25344304401, 25344309400, 25344309401, 25344333600, 25344333601, 25344333602, 25344333603, 25344333604, 25344333605, 25344333606, 25344333607, 25344333608, 25344333609, 2534433360A, 25344352400, 25344352401, 25344352403, 25344352404, 25344352405, 25344352406, 25344352407, 25344352408, 25344352409"
Refrigerator Door Holder,22.82,True,5.0,5,PS3535435,MEG61899901,"This is a manufacturer-approved refrigerator door closure for your refrigerator. It is made of white plastic and measures approximately 3 inches by 2 inches. If your old closure is damaged, your refrigerator door may not open and shut properly, and therefore it should be replaced.",door won't open or close,AP4681026,https://www.youtube.com/watch?v=d6AvOkulk_g,"1867, 48231784207, 48231784214, 48231784221, 48231784412, 495934, 70322, 70323, 70329, 70332, 70333, 70339, 71032, 71033, 71036, 71039, 71042, 71043, 71049, 71052, 71053, 71054, 71056, 71059, 71062, 71063, 71069, 71072, 71073, 71079"
Refrigerator BRACKET,40.91,True,0.0,0,PS1527469,297092700,,,,Instructions not available,
Refrigerator Ice Maker Cover Bracket,7.95,True,4.85,6,PS11739245,WP2198641,"This is the replacement ice maker cover bracket for your refrigerator. It is made of white plastic and is approximately 5 inches wide and 2 inches long. The ice maker cover bracket holds and supports the ice maker cover. If the ice maker cover is loose or missing, you may need to replace the bracket. You will also want to replace the bracket if it will not stay in place, or if it is cracked or broken. To replace the cover bracket, simply remove the ice maker cover, then use a ¼ inch nut driver to loosen and remove the bracket. Screw in the new bracket and replace the cover to complete your repair. This is an OEM part that is sold individually.",ice maker not making ice,"AP6006179, 2198641",https://www.youtube.com/watch?v=qq4Rslls6sE,"10641522500, 10641523500, 10641524500, 10641529500, 10644022600, 10644022601, 10644022602, 10644022603, 10644023600, 10644023601, 10644023602, 10644023603, 10644024600, 10644029600, 10644029601, 10644029602, 10644029603, 10644032600, 10644032601, 10644032602, 10644032603, 10644033600, 10644033601, 10644033602, 10644033603, 10644034600, 10644039600, 10644039601, 10644039602, 10644039603"
Refrigerator Handle Mounting Block,19.99,True,0.0,0,PS3408605,242029301,,,,Instructions not available,
Refrigerator Holder,9.75,True,3.0,1,PS11739144,WP2188919,,ice maker won't dispense ice,2188919,https://www.youtube.com/watch?v=sgJlBOR1KXk,"10641162310, 10641163310, 10641169310, 10644022601, 10644022602, 10644022603, 10644023601, 10644023602, 10644023603, 10644029601, 10644029602, 10644029603, 10644032601, 10644032602, 10644032603, 10644033601, 10644033602, 10644033603, 10644039601, 10644039602, 10644039603, 10644422601, 10644422602, 10644422603, 10644423601, 10644423602, 10644423603, 10644424601, 10644424602, 10644424603"
Refrigerator BRACKET,42.05,True,0.0,0,PS1527470,297092701,,,,Instructions not available,
Refrigerator BLOCK-PIV,10.8,True,5.0,1,PS11753272,WPW10344432,,,,Instructions not available,
Refrigerator Left Side Bracket,71.68,True,0.0,0,PS11731140,W10850332,,,,Instructions not available,
Refrigerator Evaporator Fan Blade,17.05,True,4.75,7,PS1018129,WR60X10204,This blade attaches to the evaporator motor.,"noisy, fridge too warm, clicking sound","AP3868989, 1170120, WR60X10047, WR60X10188",https://www.youtube.com/watch?v=ZOyGzpI2Zv4,"36211XBMBRWW, 36211XBMDRWW, 36211XBMERWW, 36211XBMFRWW, 36211XBRERWW, 36211XBRFRWW, 36411XBRERWW, 36411XBRFRWW, 37511KBSARWW, 37511KBSERWW, 38341FBMERWW, 38341FBMFRWW, 38351HBMERWW, 38351HBMFRWW, 38351HBRERWW, 38351HBRFRWW, 38451HBRERWW, 38451HBRFRWW, A3315ABRERWW, A3315ABRFRWW, A3315ABRW, A3316ABSARBB, A3316ABSARWW, A3316ABSB, A3316ABSBRBB, A3316ABSBRWW, A3316ABSERBB, A3316ABSERWW, A3316ABSW, A3317ABRERWW"
Refrigerator Evaporator Fan Blade,47.79,True,4.8,5,PS473177,5308000010,This evaporator fan blade is a genuine OEM part that is sourced directly from the manufacturer. The evaporator fan blade circulates air through the refrigerator to control the amount of cold air goes that goes to internal compartments of the unit. It may need to be replaced if the fridge is noisy or not cold enough. This part is made of plastic and is sold individually. It will be necessary to disconnect power to the refrigerator and empty the freezer compartment of the refrigerator. The tools needed to complete this repair are a 1/4 inch nut driver and a pair of needle nose pliers.,"noisy, fridge too warm","AP2152058, 1083, 08000010, 216325600, 218649000, 3001215, 3001357, 75308000010, 8000010, C000040268, C000048770, C000048771, C000071211, C000071213, C000289200, C48770, G000126599, G000174705, G126599, G162599
                        
                            ...
                            Show more, G164094, G174705, G185153, G98355, G98356, K1202161, K1202162, K1203079, K1209388, R000900758
 Show less",https://www.youtube.com/watch?v=u951HFLXDJg,"15304-0A, 15304-7A, 177040A, 177047A, 17714-0A, 17714-7A, 178040A, 178047A, 20462151B, 25314772100, 25314772101, 25314772102, 25314772103, 25316562100, 25316562101, 25316572100, 25316572101, 25321021100, 25321021101, 25321021102, 25321021103, 25321021104, 25321021105, 25321041100, 25321041101, 25321041102, 25321041103, 25321041104, 25321041105, 25321041107"
Refrigerator Fan Blade,19.99,True,4.95,15,PS2361234,240524102,This part blows air over the condenser.,"noisy, clicking sound, fridge too warm","AP4393271, 1512553, 240524101, 240560001, 7240524101",https://www.youtube.com/watch?v=YH7OgUhobbI,"25331113300, 25331113302, 25331113304, 25331113308, 2533111330A, 2533111330B, 2533111330C, 2533111330D, 2533111330E, 2533111330F, 2533111330G, 2533111330H, 2533111330J, 2533111330K, 2533111330L, 25331115300, 25331115302, 25331115304, 25331115308, 2533111530A, 2533111530B, 2533111530C, 2533111530D, 2533111530E, 2533111530F, 2533111530G, 2533111530H, 2533111530J, 2533111530K, 2533111530L"
Refrigerator Condenser Fans Blade Assembly,17.87,True,5.0,2,PS1022410,WR60X10207,"The condenser fan blade assembly helps to regulate the temperature in your refrigerator or freezer. This fan assembly has 4 blades, but other fans may have 3 blades, so be sure to check the number of blades on your fan. The fan blade is made of white plastic and is approximately 6 inches in diameter. If your freezer section is too warm, or you notice a strange noise coming from your refrigerator when it is running, you may need to replace the condenser fan blade assembly. This part is sold individually.","noisy, freezer section too warm, fridge too warm","AP3868990, 1170123, WR60X10088",https://www.youtube.com/watch?v=Rl79JTkxoto,"36211XBMBRWW, 36211XBMDRWW, 36211XBMERWW, 36211XBMFRWW, 36211XBRERWW, 36211XBRFRWW, 36411XBRERWW, 36411XBRFRWW, 37511KBSARWW, 37511KBSERWW, 38181KBPARWW, 38181KBPCRWW, 38181KBRARWW, 38185KBPARBB, 38185KBPCRBB, 38185KBRARBB, 38187KBPARCC, 38187KBPCRCC, 38187KBRARCC, 38341FBMERWW, 38351HBMERWW, 38371PBRBRWW, 38451HBRERWW, 38471PBRBRWW, 38471PBRDRWW, 38471PBRERWW, 38471PBRFRWW, 38471PBRJRWW, 38471PBRLRWW, 38471PBRMRWW"
Refrigerator Evaporator Fan Blade,37.1,True,3.0,4,PS11738973,WP2169142,"If your refrigerator or freezer is too warm, or making noises, you may need to replace the fan blade. The fan blade attaches to the evaporator motor, which is in the freezer section, to help circulate the cold air into the refrigerator and freezer sections.  The fan blade is white in color and made from plastic. This is a genuine OEM part. Please be sure to disconnect the power to your refrigerator before starting your repair.","noisy, fridge too warm","AP6005911, 12217201, 2154800, 2169142, 2208959, 2208968, 2223733, 2223986, 67005684, 8170544, 8201663, 8208312, Y67005684",https://www.youtube.com/watch?v=tXIKsbOEeps,"10640212010, 10640212011, 10640262010, 10640263010, 10640263011, 10640269010, 10640562010, 10640563010, 10640563011, 10640569010, 10640569011, 10641012100, 10641012101, 10641012104, 10641014100, 10641014101, 10641014104, 10641122210, 10641122211, 10641122212, 10641122213, 10641123210, 10641123211, 10641123212, 10641124210, 10641129210, 10641129211, 10641129212, 10641129213, 10641132710"
Refrigerator Fan Blade,65.89,True,4.95,15,PS1964356,W10156818,The fan blade is used to blow air over the condenser.,noisy,"AP4323896, 1454592, 12825802, 12825802SP, 60683-1, 61006191, 67004952, 8208223, W10156818, W10162928",https://www.youtube.com/watch?v=7OmAa9UqB7Y,"10640212011, 10640262010, 10640263010, 10640263011, 10640269010, 10640562010, 10640563010, 10640563011, 10640569010, 10640569011, 10641122210, 10641122211, 10641122212, 10641122213, 10641123210, 10641123211, 10641123212, 10641124210, 10641129210, 10641129211, 10641129212, 10641129213, 10641152210, 10641152211, 10641153210, 10641153211, 10641154210, 10641159210, 10641159211, 10641159212"
Refrigerator Fan Blade and Spring Clip,16.13,True,4.95,13,PS11754833,WPW10445742,"If you notice an unusual noise coming from your freezer, the evaporator fan blade might be the problem. Frost-free freezer models use evaporator fans to move air through the evaporator for more efficient cooling. If the evaporator fan blade gets damaged or worn it may become noisy. If the blade is loose on the motor shaft or if the fins are damaged, it should be replaced. Be sure to remove power to the appliance before attempting any repair. The evaporator fan assembly is located behind the air grille or evaporator cover and can normally be accessed by simply removing a few mounting screws. The fan blade is normally pressed on to the motor shaft and secured by a spring clip.","noisy, too warm, frost buildup","AP6021509, 1-80250-101, 1-80250-102, 14214045, 4356920, 4390912, 68001595, W10445742",https://www.youtube.com/watch?v=d6AvOkulk_g,"AQF1201TRW03, AQF1613TEW03, AQF1613TEW04, AQF2013TEW03, AQF2013TEW04, AQU1627BRW03, AQU1827BRW03, AQU2027BRW03, AQU2027BRW04, AQU2027BRW05, AQU2027BRW06, DUF570WDD01, EL7JWKLMQ02, EL7JWKLMQ03, EL7JWKLMQ04, EL7JWKLMS02, EL7JWKLMS03, EL7JWKLMS04, EL88TRRWQ01, EL88TRRWQ02, EL88TRRWS01, EL88TRRWS02, EV160NZTQ00, EV160NZTQ01, EV161NZRQ00, EV161NZRQ02, EV161NZRQ04, EV161NZRQ05, EV161NZTQ00, EV161NZTQ01"
Refrigerator Evaporator Fan Blade Kit,26.53,True,4.0,5,PS304684,WR60X114,"This kit features a 5-blade plastic evaporator fan blade that rotates CCW and measures 4.5-inches in diameter and has a 3/8-inch-tall shaft. This kit also has a metal compression ring that secures the fan to the evaporator. The evaporator mechanism is normally located in the freezer and is responsible for pulling the warmer air over the condenser coils, cooling it off and then blowing and circulating that cooler air through the rest of the refrigerator. If the freezer compartment has a frost buildup or if there is a lack of cooling and airflow in your refrigerator, this fan likely needs to be replaced. To replace your evaporator fan, you will likely need a screwdriver and a set of pliers and check your user manual for the exact location of your evaporator fan.","noisy, fridge too warm","AP2071753, 2611, SWR02X3198, SWR2X3198, SWR60X0114, SWR60X114, WR02X3198, WR2X3198, WR60X0055, WR60X0080, WR60X0107, WR60X0113, WR60X0114, WR60X0247, WR60X107, WR60X113, WR60X114R, WR60X247, WR60X5003, WR60X55
                        
                            ...
                            Show more, WR60X80
 Show less",https://www.youtube.com/watch?v=d6AvOkulk_g,"140060A, 1CSF624J, 31861-1, 31880, 34510-2, 34510-3, 34511-2, 34511-3, 34540-2, 34541-2, 34550-2, 34551-2, 34560-2, 34561-2, 34760-3, 34760-7, 34761-3, 34761-7, 34780-7, 34781-7, 36337400790, 36337400791, 36337400792, 36337401790, 36337401791, 36337401792, 36337408790, 36337408791, 36337408792, 36337409790"
